Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,AI Usage Segment,GPA Change,Risk Profile
105638,Arts,Freshman,2.739,9.15,Copywriting/Drafting,Beginner,3,False,9.28,5,Allowed_With_Citation,4,3.07,77.36,High,Moderate User (5-15 jam/minggu),0.3309999999999999,Risiko Tinggi - Well-being
105639,STEM,Sophomore,3.672,6.77,Debugging/Troubleshooting,Beginner,2,False,19.47,2,Allowed_With_Citation,3,3.993,69.93,Medium,Moderate User (5-15 jam/minggu),0.3209999999999997,Risiko Rendah / Normal
105640,STEM,Senior,1.983,5.65,Debugging/Troubleshooting,Beginner,1,False,12.65,1,Strict_Ban,1,2.286,82.08,Medium,Moderate User (5-15 jam/minggu),0.3029999999999999,Risiko Rendah / Normal
105641,Business,Junior,3.262,13.04,Direct_Answer_Generation,Intermediate,3,False,6.22,5,Allowed_With_Citation,4,3.661,96.97,High,Moderate User (5-15 jam/minggu),0.399,Risiko Tinggi - Well-being
105642,Arts,Junior,3.054,3.85,Copywriting/Drafting,Advanced,4,False,11.71,3,Allowed_With_Citation,1,3.251,75.23,Medium,Light User (0-5 jam/minggu),0.197,Risiko Rendah / Normal
105643,Humanities,Freshman,3.607,3.24,Copywriting/Drafting,Intermediate,4,True,13.24,1,Allowed_With_Citation,4,3.68,81.96,Low,Light User (0-5 jam/minggu),0.0729999999999999,Risiko Rendah / Normal
105644,Humanities,Sophomore,2.492,3.48,Copywriting/Drafting,Beginner,1,False,1.0,1,Allowed_With_Citation,4,2.714,48.21,High,Light User (0-5 jam/minggu),0.2219999999999999,Risiko Tinggi - Well-being
105645,Business,Sophomore,3.431,2.19,Debugging/Troubleshooting,Advanced,4,False,10.18,4,Allowed_With_Citation,1,3.759,90.64,Low,Light User (0-5 jam/minggu),0.3279999999999998,Risiko Rendah / Normal
105646,STEM,Graduate,3.298,10.64,Debugging/Troubleshooting,Advanced,5,True,2.53,4,Allowed_With_Citation,5,3.785,85.71,High,Moderate User (5-15 jam/minggu),0.4870000000000001,Risiko Tinggi - Well-being
105647,STEM,Senior,3.396,19.42,Direct_Answer_Generation,Advanced,4,True,7.17,5,Actively_Encouraged,5,3.453,80.09,High,Heavy User (>15 jam/minggu),0.0569999999999999,Risiko Tinggi - Well-being
105648,Business,Junior,3.332,8.68,Ideation,Intermediate,1,False,18.01,1,Allowed_With_Citation,3,3.97,67.73,Low,Moderate User (5-15 jam/minggu),0.6380000000000003,Risiko Rendah / Normal
105649,Business,Junior,2.897,0.45,Direct_Answer_Generation,Beginner,1,False,7.51,2,Allowed_With_Citation,4,2.682,72.57,Medium,Light User (0-5 jam/minggu),-0.2149999999999998,Risiko Rendah / Normal
105650,Business,Freshman,2.364,2.91,Ideation,Beginner,3,False,11.8,1,Allowed_With_Citation,2,2.532,56.92,Medium,Light User (0-5 jam/minggu),0.1680000000000001,Risiko Rendah / Normal
105651,Business,Junior,3.85,2.65,Direct_Answer_Generation,Intermediate,3,True,6.56,3,Allowed_With_Citation,6,4.0,95.12,Low,Light User (0-5 jam/minggu),0.1499999999999999,Risiko Rendah / Normal
105652,Business,Freshman,3.64,10.96,Copywriting/Drafting,Beginner,2,True,10.92,2,Actively_Encouraged,5,3.898,38.04,Medium,Moderate User (5-15 jam/minggu),0.258,Risiko Rendah / Normal
105653,STEM,Senior,3.191,0.55,Debugging/Troubleshooting,Advanced,5,False,13.97,3,Allowed_With_Citation,1,3.898,96.74,Low,Light User (0-5 jam/minggu),0.7070000000000003,Risiko Rendah / Normal
105654,Humanities,Junior,3.221,1.57,Copywriting/Drafting,Intermediate,3,False,1.93,3,Allowed_With_Citation,2,3.334,93.86,Medium,Light User (0-5 jam/minggu),0.1129999999999999,Risiko Rendah / Normal
105655,STEM,Sophomore,2.31,11.51,Debugging/Troubleshooting,Intermediate,3,False,11.59,1,Allowed_With_Citation,4,2.706,59.93,High,Moderate User (5-15 jam/minggu),0.3959999999999999,Risiko Tinggi - Well-being
105656,STEM,Sophomore,3.483,4.97,Direct_Answer_Generation,Beginner,3,True,19.12,4,Allowed_With_Citation,6,3.986,47.39,Medium,Light User (0-5 jam/minggu),0.5030000000000001,Risiko Rendah / Normal
105657,Business,Freshman,3.317,13.6,Ideation,Advanced,5,False,13.62,2,Strict_Ban,7,3.582,87.01,Low,Moderate User (5-15 jam/minggu),0.2649999999999997,Risiko Rendah / Normal
105658,Arts,Sophomore,3.019,2.58,Copywriting/Drafting,Intermediate,2,False,10.11,4,Actively_Encouraged,4,3.301,67.18,Low,Light User (0-5 jam/minggu),0.282,Risiko Rendah / Normal
105659,Medical,Graduate,3.029,15.17,Summarizing_Reading,Beginner,2,False,17.63,4,Allowed_With_Citation,5,3.366,75.7,High,Heavy User (>15 jam/minggu),0.3370000000000002,Risiko Tinggi - Well-being
105660,Business,Junior,3.176,0.33,Debugging/Troubleshooting,Intermediate,1,True,21.23,4,Allowed_With_Citation,3,3.463,84.73,High,Light User (0-5 jam/minggu),0.2869999999999999,Risiko Tinggi - Well-being
105661,STEM,Junior,3.74,6.93,Debugging/Troubleshooting,Beginner,1,True,8.37,4,Actively_Encouraged,5,4.0,75.43,Medium,Moderate User (5-15 jam/minggu),0.2599999999999998,Risiko Rendah / Normal
105662,STEM,Junior,3.552,5.09,Debugging/Troubleshooting,Beginner,2,False,4.41,1,Actively_Encouraged,2,3.554,91.05,Medium,Moderate User (5-15 jam/minggu),0.0019999999999997,Risiko Rendah / Normal
105663,Arts,Junior,2.878,3.07,Copywriting/Drafting,Intermediate,3,False,8.49,3,Actively_Encouraged,4,3.179,74.64,Medium,Light User (0-5 jam/minggu),0.3009999999999997,Risiko Rendah / Normal
105664,Business,Sophomore,2.679,1.05,Copywriting/Drafting,Advanced,4,False,14.14,4,Allowed_With_Citation,9,3.049,64.87,Medium,Light User (0-5 jam/minggu),0.3700000000000001,Risiko Tinggi - Well-being
105665,Business,Freshman,2.811,2.22,Ideation,Advanced,3,False,4.26,5,Actively_Encouraged,7,2.553,92.18,Medium,Light User (0-5 jam/minggu),-0.258,Risiko Rendah / Normal
105666,Arts,Junior,2.747,1.1,Ideation,Intermediate,1,False,16.09,4,Allowed_With_Citation,1,3.142,71.73,Medium,Light User (0-5 jam/minggu),0.395,Risiko Rendah / Normal
105667,Business,Senior,3.349,2.91,Summarizing_Reading,Intermediate,4,False,3.3,4,Strict_Ban,5,3.306,70.3,Medium,Light User (0-5 jam/minggu),-0.0430000000000001,Risiko Rendah / Normal
105668,Arts,Graduate,2.499,0.15,Ideation,Intermediate,4,True,13.25,2,Actively_Encouraged,3,2.709,63.51,Low,Light User (0-5 jam/minggu),0.2099999999999999,Risiko Rendah / Normal
105669,STEM,Freshman,2.696,7.26,Debugging/Troubleshooting,Beginner,2,True,5.18,4,Allowed_With_Citation,4,2.775,81.94,High,Moderate User (5-15 jam/minggu),0.0789999999999997,Risiko Tinggi - Well-being
105670,Business,Freshman,3.374,16.8,Ideation,Intermediate,3,False,11.84,4,Actively_Encouraged,1,3.538,76.73,Low,Heavy User (>15 jam/minggu),0.1639999999999997,Risiko Rendah / Normal
105671,Arts,Graduate,2.411,3.76,Direct_Answer_Generation,Beginner,2,False,11.43,2,Strict_Ban,1,2.585,81.81,Low,Light User (0-5 jam/minggu),0.1739999999999999,Risiko Rendah / Normal
105672,STEM,Junior,3.915,16.74,Summarizing_Reading,Beginner,2,False,4.64,4,Allowed_With_Citation,6,3.979,59.55,High,Heavy User (>15 jam/minggu),0.064,Risiko Tinggi - Well-being
105673,Business,Graduate,3.61,18.74,Ideation,Advanced,4,True,7.23,7,Actively_Encouraged,5,4.0,93.55,High,Heavy User (>15 jam/minggu),0.3900000000000001,Risiko Tinggi - Dependency dan Burnout
105674,Humanities,Junior,3.377,10.38,Copywriting/Drafting,Beginner,2,False,2.96,4,Allowed_With_Citation,6,3.348,70.96,Medium,Moderate User (5-15 jam/minggu),-0.0289999999999999,Risiko Rendah / Normal
105675,Medical,Sophomore,3.229,5.59,Summarizing_Reading,Beginner,2,False,10.95,1,Actively_Encouraged,3,3.133,68.07,Medium,Moderate User (5-15 jam/minggu),-0.096,Risiko Rendah / Normal
105676,STEM,Sophomore,3.877,40.0,Debugging/Troubleshooting,Intermediate,2,True,10.5,9,Allowed_With_Citation,6,3.867,83.55,High,Heavy User (>15 jam/minggu),-0.0099999999999997,Risiko Tinggi - Dependency dan Burnout
105677,Business,Freshman,2.969,13.76,Ideation,Intermediate,4,True,16.48,6,Strict_Ban,9,2.978,69.98,Medium,Moderate User (5-15 jam/minggu),0.0090000000000003,Risiko Tinggi - Well-being
105678,STEM,Sophomore,2.598,14.11,Debugging/Troubleshooting,Beginner,1,False,13.62,4,Allowed_With_Citation,8,2.942,64.08,Medium,Moderate User (5-15 jam/minggu),0.3440000000000003,Risiko Tinggi - Well-being
105679,Business,Freshman,2.154,9.43,Ideation,Advanced,3,False,11.95,5,Actively_Encouraged,3,2.227,78.68,Medium,Moderate User (5-15 jam/minggu),0.0729999999999999,Risiko Rendah / Normal
105680,STEM,Junior,3.747,26.1,Debugging/Troubleshooting,Advanced,5,False,16.87,5,Allowed_With_Citation,4,4.0,75.74,Medium,Heavy User (>15 jam/minggu),0.2530000000000001,Risiko Rendah / Normal
105681,STEM,Senior,3.058,0.2,Ideation,Beginner,2,False,13.34,4,Strict_Ban,6,3.626,75.55,Low,Light User (0-5 jam/minggu),0.5680000000000001,Risiko Rendah / Normal
105682,Humanities,Sophomore,3.348,0.53,Ideation,Beginner,2,False,11.39,2,Allowed_With_Citation,1,3.82,59.76,Low,Light User (0-5 jam/minggu),0.472,Risiko Rendah / Normal
105683,Medical,Freshman,3.63,20.17,Summarizing_Reading,Intermediate,2,True,2.52,5,Allowed_With_Citation,3,3.466,74.32,Medium,Heavy User (>15 jam/minggu),-0.1639999999999997,Risiko Rendah / Normal
105684,STEM,Graduate,3.148,2.01,Summarizing_Reading,Intermediate,2,False,8.87,1,Strict_Ban,3,3.336,66.97,Low,Light User (0-5 jam/minggu),0.1879999999999997,Risiko Rendah / Normal
105685,STEM,Freshman,3.594,11.77,Ideation,Beginner,2,True,15.56,3,Allowed_With_Citation,4,3.748,57.22,High,Moderate User (5-15 jam/minggu),0.1540000000000003,Risiko Tinggi - Well-being
105686,Arts,Junior,2.325,0.93,Summarizing_Reading,Beginner,2,False,8.18,1,Allowed_With_Citation,2,2.47,73.16,Low,Light User (0-5 jam/minggu),0.145,Risiko Rendah / Normal
105687,Business,Senior,3.724,2.02,Copywriting/Drafting,Advanced,3,False,6.71,4,Allowed_With_Citation,4,3.955,66.71,Low,Light User (0-5 jam/minggu),0.2309999999999998,Risiko Rendah / Normal
105688,Medical,Sophomore,3.585,5.21,Summarizing_Reading,Advanced,3,True,18.86,6,Actively_Encouraged,7,4.0,86.33,Low,Moderate User (5-15 jam/minggu),0.415,Risiko Rendah / Normal
105689,STEM,Senior,2.566,13.64,Summarizing_Reading,Advanced,4,False,3.0,3,Allowed_With_Citation,5,2.901,78.19,High,Moderate User (5-15 jam/minggu),0.3349999999999999,Risiko Tinggi - Well-being
105690,Business,Junior,2.814,13.68,Summarizing_Reading,Intermediate,2,False,8.72,4,Allowed_With_Citation,3,3.041,72.5,Low,Moderate User (5-15 jam/minggu),0.2269999999999998,Risiko Rendah / Normal
105691,STEM,Sophomore,2.075,1.83,Debugging/Troubleshooting,Advanced,5,False,8.28,1,Actively_Encouraged,3,2.231,94.04,Medium,Light User (0-5 jam/minggu),0.1559999999999997,Risiko Rendah / Normal
105692,STEM,Graduate,2.887,0.23,Copywriting/Drafting,Beginner,1,False,13.83,2,Allowed_With_Citation,2,3.304,66.72,High,Light User (0-5 jam/minggu),0.4169999999999998,Risiko Tinggi - Well-being
105693,Business,Junior,1.803,2.0,Summarizing_Reading,Advanced,5,False,13.9,2,Allowed_With_Citation,3,2.043,71.65,High,Light User (0-5 jam/minggu),0.2400000000000002,Risiko Tinggi - Well-being
105694,Business,Junior,3.534,5.34,Ideation,Beginner,2,True,13.21,5,Allowed_With_Citation,6,3.67,97.36,High,Moderate User (5-15 jam/minggu),0.1360000000000001,Risiko Tinggi - Well-being
105695,Arts,Junior,3.596,8.13,Summarizing_Reading,Intermediate,3,False,14.34,5,Allowed_With_Citation,5,3.933,89.35,Low,Moderate User (5-15 jam/minggu),0.3369999999999997,Risiko Rendah / Normal
105696,Humanities,Sophomore,3.496,4.14,Copywriting/Drafting,Intermediate,2,False,16.41,4,Strict_Ban,5,3.812,93.84,Medium,Light User (0-5 jam/minggu),0.3159999999999998,Risiko Rendah / Normal
105697,Humanities,Sophomore,3.109,17.89,Copywriting/Drafting,Intermediate,2,True,7.31,5,Allowed_With_Citation,4,3.174,56.92,High,Heavy User (>15 jam/minggu),0.0649999999999999,Risiko Tinggi - Well-being
105698,Humanities,Freshman,3.099,7.24,Summarizing_Reading,Beginner,3,False,13.1,1,Allowed_With_Citation,8,3.456,76.67,Low,Moderate User (5-15 jam/minggu),0.3569999999999997,Risiko Tinggi - Well-being
105699,Medical,Sophomore,3.172,0.78,Copywriting/Drafting,Advanced,5,False,1.0,2,Actively_Encouraged,1,3.09,79.45,High,Light User (0-5 jam/minggu),-0.0820000000000003,Risiko Tinggi - Well-being
105700,STEM,Sophomore,2.669,22.71,Debugging/Troubleshooting,Advanced,4,False,6.79,7,Actively_Encouraged,5,2.947,80.31,High,Heavy User (>15 jam/minggu),0.278,Risiko Tinggi - Dependency dan Burnout
105701,STEM,Freshman,3.716,2.91,Summarizing_Reading,Advanced,3,True,13.87,3,Strict_Ban,2,4.0,97.21,Medium,Light User (0-5 jam/minggu),0.2839999999999998,Risiko Rendah / Normal
105702,Humanities,Freshman,3.564,7.76,Copywriting/Drafting,Beginner,1,True,19.02,2,Actively_Encouraged,1,3.681,73.3,Low,Moderate User (5-15 jam/minggu),0.1169999999999999,Risiko Rendah / Normal
105703,Business,Sophomore,3.096,2.66,Ideation,Advanced,3,False,5.15,1,Strict_Ban,1,3.322,67.29,Medium,Light User (0-5 jam/minggu),0.2259999999999999,Risiko Rendah / Normal
105704,STEM,Senior,3.03,3.15,Debugging/Troubleshooting,Beginner,2,False,18.87,2,Allowed_With_Citation,3,3.306,67.64,Low,Light User (0-5 jam/minggu),0.2760000000000002,Risiko Rendah / Normal
105705,Medical,Freshman,3.004,5.38,Copywriting/Drafting,Advanced,4,False,5.43,2,Allowed_With_Citation,7,2.887,68.09,Medium,Moderate User (5-15 jam/minggu),-0.1169999999999999,Risiko Rendah / Normal
105706,STEM,Junior,3.369,1.73,Debugging/Troubleshooting,Advanced,3,False,13.57,2,Allowed_With_Citation,4,3.718,85.99,Medium,Light User (0-5 jam/minggu),0.3489999999999997,Risiko Rendah / Normal
105707,Medical,Junior,2.833,2.98,Summarizing_Reading,Intermediate,2,False,1.0,5,Strict_Ban,6,3.007,77.13,Low,Light User (0-5 jam/minggu),0.1739999999999999,Risiko Rendah / Normal
105708,STEM,Senior,3.327,1.06,Summarizing_Reading,Advanced,4,False,15.08,4,Actively_Encouraged,3,3.535,100.0,Low,Light User (0-5 jam/minggu),0.2080000000000001,Risiko Rendah / Normal
105709,Business,Junior,2.689,8.79,Ideation,Beginner,2,False,5.91,4,Strict_Ban,1,2.856,76.14,Low,Moderate User (5-15 jam/minggu),0.1669999999999998,Risiko Rendah / Normal
105710,Medical,Graduate,2.269,0.32,Summarizing_Reading,Intermediate,2,True,11.66,1,Actively_Encouraged,6,2.651,88.09,Medium,Light User (0-5 jam/minggu),0.3819999999999997,Risiko Rendah / Normal
105711,STEM,Junior,3.415,0.56,Debugging/Troubleshooting,Beginner,1,False,9.78,1,Actively_Encouraged,1,3.679,71.28,Medium,Light User (0-5 jam/minggu),0.2639999999999998,Risiko Rendah / Normal
105712,Medical,Freshman,3.671,3.67,Debugging/Troubleshooting,Beginner,3,True,11.22,4,Actively_Encouraged,3,3.876,66.25,Medium,Light User (0-5 jam/minggu),0.205,Risiko Rendah / Normal
105713,Humanities,Sophomore,2.641,8.42,Debugging/Troubleshooting,Intermediate,1,True,12.87,3,Allowed_With_Citation,4,2.812,82.36,Medium,Moderate User (5-15 jam/minggu),0.1709999999999998,Risiko Rendah / Normal
105714,Medical,Senior,3.539,3.34,Debugging/Troubleshooting,Intermediate,2,True,12.18,2,Strict_Ban,5,3.671,81.93,Low,Light User (0-5 jam/minggu),0.1319999999999996,Risiko Rendah / Normal
105715,Business,Junior,3.052,1.66,Ideation,Intermediate,4,True,9.73,3,Actively_Encouraged,3,3.157,57.48,Low,Light User (0-5 jam/minggu),0.1049999999999999,Risiko Rendah / Normal
105716,Humanities,Sophomore,3.259,4.76,Ideation,Intermediate,2,False,2.76,1,Allowed_With_Citation,3,3.539,55.36,High,Light User (0-5 jam/minggu),0.2800000000000002,Risiko Tinggi - Well-being
105717,STEM,Senior,3.693,27.01,Direct_Answer_Generation,Beginner,2,False,1.44,7,Allowed_With_Citation,5,3.527,24.35,High,Heavy User (>15 jam/minggu),-0.1659999999999999,Risiko Tinggi - Dependency dan Burnout
105718,Humanities,Sophomore,2.84,14.11,Direct_Answer_Generation,Intermediate,2,True,11.5,4,Allowed_With_Citation,3,3.063,98.16,Low,Moderate User (5-15 jam/minggu),0.2230000000000003,Risiko Rendah / Normal
105719,STEM,Graduate,3.552,5.53,Debugging/Troubleshooting,Advanced,5,False,17.32,2,Actively_Encouraged,8,4.0,100.0,Medium,Moderate User (5-15 jam/minggu),0.4479999999999999,Risiko Tinggi - Well-being
105720,STEM,Sophomore,3.003,8.06,Debugging/Troubleshooting,Advanced,5,False,12.22,4,Actively_Encouraged,7,3.081,72.94,Low,Moderate User (5-15 jam/minggu),0.0779999999999998,Risiko Rendah / Normal
105721,STEM,Junior,2.338,40.0,Summarizing_Reading,Beginner,2,True,6.17,8,Allowed_With_Citation,2,2.462,59.82,High,Heavy User (>15 jam/minggu),0.1240000000000001,Risiko Tinggi - Dependency dan Burnout
105722,Humanities,Graduate,3.096,6.3,Summarizing_Reading,Intermediate,3,False,12.91,2,Actively_Encouraged,7,3.316,80.56,Low,Moderate User (5-15 jam/minggu),0.2199999999999997,Risiko Rendah / Normal
105723,Arts,Senior,3.53,11.97,Ideation,Beginner,2,False,12.6,6,Allowed_With_Citation,3,3.604,73.6,Low,Moderate User (5-15 jam/minggu),0.0740000000000002,Risiko Rendah / Normal
105724,STEM,Junior,3.193,40.0,Ideation,Advanced,3,True,5.3,6,Actively_Encouraged,5,3.59,55.86,High,Heavy User (>15 jam/minggu),0.3969999999999998,Risiko Tinggi - Well-being
105725,STEM,Graduate,2.884,29.86,Debugging/Troubleshooting,Advanced,4,True,15.32,5,Strict_Ban,7,3.573,85.8,High,Heavy User (>15 jam/minggu),0.6890000000000001,Risiko Tinggi - Well-being
105726,Business,Junior,3.335,4.15,Debugging/Troubleshooting,Beginner,3,False,22.42,1,Actively_Encouraged,8,3.776,69.43,Low,Light User (0-5 jam/minggu),0.4409999999999998,Risiko Tinggi - Well-being
105727,STEM,Junior,2.673,11.37,Debugging/Troubleshooting,Advanced,3,True,11.22,4,Allowed_With_Citation,5,3.233,87.39,Medium,Moderate User (5-15 jam/minggu),0.56,Risiko Rendah / Normal
105728,STEM,Graduate,3.145,31.05,Ideation,Beginner,2,True,2.19,8,Allowed_With_Citation,7,3.339,84.34,High,Heavy User (>15 jam/minggu),0.1939999999999999,Risiko Tinggi - Dependency dan Burnout
105729,STEM,Freshman,3.224,17.87,Direct_Answer_Generation,Advanced,3,True,11.99,5,Allowed_With_Citation,4,3.031,67.83,Low,Heavy User (>15 jam/minggu),-0.193,Risiko Rendah / Normal
105730,Medical,Sophomore,2.514,3.48,Direct_Answer_Generation,Beginner,3,False,25.31,2,Strict_Ban,6,2.884,63.96,Low,Light User (0-5 jam/minggu),0.3700000000000001,Risiko Rendah / Normal
105731,Arts,Sophomore,2.34,5.33,Copywriting/Drafting,Intermediate,2,False,9.94,4,Actively_Encouraged,5,2.51,76.08,Medium,Moderate User (5-15 jam/minggu),0.1699999999999999,Risiko Rendah / Normal
105732,Humanities,Senior,3.392,1.26,Copywriting/Drafting,Beginner,3,False,13.9,3,Actively_Encouraged,4,3.936,74.76,Low,Light User (0-5 jam/minggu),0.544,Risiko Rendah / Normal
105733,Business,Freshman,3.141,6.89,Summarizing_Reading,Advanced,3,True,8.9,2,Allowed_With_Citation,4,3.436,87.82,Low,Moderate User (5-15 jam/minggu),0.2949999999999999,Risiko Rendah / Normal
105734,Business,Senior,3.578,2.04,Ideation,Beginner,2,False,8.72,5,Actively_Encouraged,3,3.539,90.09,Low,Light User (0-5 jam/minggu),-0.0389999999999997,Risiko Rendah / Normal
105735,Business,Sophomore,3.283,10.26,Debugging/Troubleshooting,Beginner,2,True,14.27,5,Allowed_With_Citation,3,3.588,66.79,High,Moderate User (5-15 jam/minggu),0.3050000000000001,Risiko Tinggi - Well-being
105736,Business,Freshman,2.859,6.07,Ideation,Intermediate,4,False,11.72,4,Actively_Encouraged,4,3.07,80.65,Medium,Moderate User (5-15 jam/minggu),0.2109999999999998,Risiko Rendah / Normal
105737,Business,Graduate,3.38,9.66,Direct_Answer_Generation,Intermediate,4,False,6.86,1,Allowed_With_Citation,5,3.726,85.23,Medium,Moderate User (5-15 jam/minggu),0.3460000000000001,Risiko Rendah / Normal
105738,STEM,Freshman,2.69,0.38,Debugging/Troubleshooting,Beginner,1,True,6.88,1,Strict_Ban,2,2.874,71.59,Low,Light User (0-5 jam/minggu),0.1840000000000001,Risiko Rendah / Normal
105739,STEM,Sophomore,3.119,4.31,Debugging/Troubleshooting,Intermediate,3,False,9.82,4,Allowed_With_Citation,5,3.205,100.0,Medium,Light User (0-5 jam/minggu),0.0859999999999998,Risiko Rendah / Normal
105740,Humanities,Freshman,3.321,1.91,Summarizing_Reading,Intermediate,2,False,15.42,1,Allowed_With_Citation,2,3.721,71.84,Low,Light User (0-5 jam/minggu),0.3999999999999999,Risiko Rendah / Normal
105741,Medical,Senior,3.239,4.62,Summarizing_Reading,Intermediate,1,False,15.68,1,Allowed_With_Citation,2,3.625,97.42,High,Light User (0-5 jam/minggu),0.3860000000000001,Risiko Tinggi - Well-being
105742,Business,Senior,3.09,3.08,Ideation,Intermediate,1,False,19.4,1,Allowed_With_Citation,3,3.573,70.81,Medium,Light User (0-5 jam/minggu),0.4830000000000001,Risiko Rendah / Normal
105743,Arts,Graduate,3.514,22.53,Copywriting/Drafting,Intermediate,2,False,6.25,5,Allowed_With_Citation,4,3.708,93.58,High,Heavy User (>15 jam/minggu),0.1940000000000004,Risiko Tinggi - Well-being
105744,Medical,Sophomore,2.641,2.25,Summarizing_Reading,Intermediate,1,False,16.4,2,Actively_Encouraged,5,2.989,86.38,Low,Light User (0-5 jam/minggu),0.3479999999999998,Risiko Rendah / Normal
105745,STEM,Junior,3.707,11.69,Debugging/Troubleshooting,Intermediate,2,True,15.69,5,Allowed_With_Citation,9,3.823,71.01,Low,Moderate User (5-15 jam/minggu),0.1160000000000001,Risiko Tinggi - Well-being
105746,Business,Senior,3.618,23.75,Summarizing_Reading,Advanced,4,False,13.88,5,Allowed_With_Citation,6,3.916,91.78,Medium,Heavy User (>15 jam/minggu),0.298,Risiko Rendah / Normal
105747,Business,Junior,3.823,15.64,Direct_Answer_Generation,Beginner,3,False,13.66,4,Allowed_With_Citation,4,3.895,75.4,Medium,Heavy User (>15 jam/minggu),0.072,Risiko Rendah / Normal
105748,Medical,Senior,3.161,4.17,Direct_Answer_Generation,Advanced,5,False,6.02,5,Actively_Encouraged,2,3.345,68.36,Medium,Light User (0-5 jam/minggu),0.1840000000000001,Risiko Rendah / Normal
105749,Medical,Senior,2.4,3.51,Summarizing_Reading,Beginner,1,False,13.63,5,Allowed_With_Citation,7,2.857,74.66,High,Light User (0-5 jam/minggu),0.4570000000000003,Risiko Tinggi - Well-being
105750,Business,Freshman,3.828,7.57,Copywriting/Drafting,Beginner,3,False,1.0,3,Allowed_With_Citation,7,3.79,65.84,Medium,Moderate User (5-15 jam/minggu),-0.0379999999999998,Risiko Rendah / Normal
105751,STEM,Freshman,3.058,34.37,Debugging/Troubleshooting,Advanced,4,True,13.25,10,Allowed_With_Citation,4,3.594,68.48,High,Heavy User (>15 jam/minggu),0.536,Risiko Tinggi - Dependency dan Burnout
105752,Arts,Senior,3.021,0.98,Debugging/Troubleshooting,Beginner,1,True,18.35,3,Strict_Ban,3,3.407,88.64,Medium,Light User (0-5 jam/minggu),0.3860000000000001,Risiko Rendah / Normal
105753,STEM,Junior,3.257,18.42,Direct_Answer_Generation,Beginner,1,True,1.92,4,Strict_Ban,9,3.143,78.91,Medium,Heavy User (>15 jam/minggu),-0.1140000000000003,Risiko Tinggi - Well-being
105754,Arts,Junior,2.976,7.29,Copywriting/Drafting,Intermediate,3,False,7.66,3,Allowed_With_Citation,6,3.246,80.48,Low,Moderate User (5-15 jam/minggu),0.27,Risiko Rendah / Normal
105755,Medical,Junior,3.229,13.18,Copywriting/Drafting,Beginner,1,False,11.85,4,Allowed_With_Citation,4,3.558,75.44,Low,Moderate User (5-15 jam/minggu),0.3289999999999997,Risiko Rendah / Normal
105756,Humanities,Sophomore,2.544,3.46,Copywriting/Drafting,Beginner,3,True,19.7,2,Strict_Ban,4,2.711,66.34,Medium,Light User (0-5 jam/minggu),0.1669999999999998,Risiko Rendah / Normal
105757,Business,Junior,2.579,25.92,Debugging/Troubleshooting,Intermediate,5,False,1.0,5,Allowed_With_Citation,9,2.551,85.76,Medium,Heavy User (>15 jam/minggu),-0.028,Risiko Tinggi - Well-being
105758,Humanities,Sophomore,2.896,3.18,Ideation,Advanced,5,False,8.71,1,Strict_Ban,1,2.984,79.92,Medium,Light User (0-5 jam/minggu),0.088,Risiko Rendah / Normal
105759,Humanities,Junior,2.789,3.16,Copywriting/Drafting,Intermediate,3,False,10.12,5,Allowed_With_Citation,6,3.059,62.34,Medium,Light User (0-5 jam/minggu),0.27,Risiko Rendah / Normal
105760,Humanities,Freshman,3.232,1.86,Debugging/Troubleshooting,Intermediate,5,False,15.1,1,Allowed_With_Citation,4,3.034,83.26,Medium,Light User (0-5 jam/minggu),-0.1980000000000004,Risiko Rendah / Normal
105761,Arts,Senior,3.546,8.38,Direct_Answer_Generation,Beginner,3,False,14.86,3,Allowed_With_Citation,3,3.774,65.7,Medium,Moderate User (5-15 jam/minggu),0.2280000000000002,Risiko Rendah / Normal
105762,Medical,Senior,2.169,0.02,Debugging/Troubleshooting,Intermediate,3,True,17.17,1,Strict_Ban,5,2.446,65.66,Low,Light User (0-5 jam/minggu),0.2770000000000001,Risiko Rendah / Normal
105763,Medical,Junior,2.946,6.84,Direct_Answer_Generation,Advanced,4,True,13.27,5,Actively_Encouraged,2,3.237,89.33,Low,Moderate User (5-15 jam/minggu),0.2909999999999999,Risiko Rendah / Normal
105764,STEM,Sophomore,3.1,9.03,Ideation,Intermediate,2,False,19.37,4,Allowed_With_Citation,7,3.396,84.75,High,Moderate User (5-15 jam/minggu),0.2959999999999998,Risiko Tinggi - Well-being
105765,Medical,Freshman,3.656,5.8,Ideation,Beginner,3,False,16.68,5,Actively_Encouraged,6,3.996,77.42,Medium,Moderate User (5-15 jam/minggu),0.3399999999999998,Risiko Rendah / Normal
105766,Business,Freshman,2.945,11.68,Copywriting/Drafting,Beginner,2,False,3.22,4,Actively_Encouraged,5,3.042,83.61,Medium,Moderate User (5-15 jam/minggu),0.0969999999999999,Risiko Rendah / Normal
